1	1510593900162	-1.567	-7.525	5.848	slowkick10hz
2	1510593900227	-1.572	-7.515	6.012	slowkick10hz
3	1510593900292	-1.524	-7.525	5.918	slowkick10hz
4	1510593900358	-1.58	-7.539	5.987	slowkick10hz
5	1510593900424	-1.569	-7.494	5.955	slowkick10hz
6	1510593900489	-1.639	-7.467	6.015	slowkick10hz
7	1510593900555	-1.541	-7.554	6.003	slowkick10hz
8	1510593900620	-1.555	-7.478	5.989	slowkick10hz
9	1510593900685	-1.616	-7.489	6.013	slowkick10hz
10	1510593900751	-1.538	-7.509	5.934	slowkick10hz
11	1510593900817	-1.618	-7.451	6.043	slowkick10hz
12	1510593900882	-1.506	-7.569	5.983	slowkick10hz
13	1510593900947	-1.513	-7.552	5.941	slowkick10hz
14	1510593901013	-1.566	-7.541	5.992	slowkick10hz
15	1510593901078	-1.597	-7.466	6.055	slowkick10hz
16	1510593901143	-1.518	-7.522	6.003	slowkick10hz
17	1510593901209	-1.57	-7.49	6.046	slowkick10hz
18	1510593901275	-1.584	-7.501	5.985	slowkick10hz
19	1510593901340	-1.521	-7.54	6.064	slowkick10hz
20	1510593901406	-1.589	-7.491	5.937	slowkick10hz
21	1510593901471	-1.605	-7.525	6.045	slowkick10hz
22	1510593901536	-1.631	-7.443	5.964	slowkick10hz
23	1510593901602	-1.542	-7.517	5.982	slowkick10hz
24	1510593901667	-1.569	-7.534	5.972	slowkick10hz
25	1510593901733	-1.545	-7.541	5.98	slowkick10hz
26	1510593901799	-1.569	-7.532	5.97	slowkick10hz
27	1510593901864	-1.677	-7.525	5.946	slowkick10hz
28	1510593901929	-1.63	-7.496	6.047	slowkick10hz
29	1510593901995	-1.585	-7.51	6.025	slowkick10hz
30	1510593902060	-1.627	-7.467	5.976	slowkick10hz
31	1510593902126	-1.591	-7.516	6.054	slowkick10hz
32	1510593902191	-1.643	-7.453	6.027	slowkick10hz
33	1510593902256	-1.628	-7.465	6.076	slowkick10hz
34	1510593902322	-1.633	-7.477	6.011	slowkick10hz
35	1510593902388	-1.623	-7.501	6.017	slowkick10hz
36	1510593902454	-1.669	-7.463	6.045	slowkick10hz
37	1510593902518	-1.616	-7.428	6.039	slowkick10hz
38	1510593902583	-1.655	-7.487	6.017	slowkick10hz
39	1510593902649	-1.664	-7.494	6.001	slowkick10hz
40	1510593902715	-1.603	-7.492	6.015	slowkick10hz
41	1510593902780	-1.643	-7.466	6.012	slowkick10hz
42	1510593902846	-1.614	-7.475	5.999	slowkick10hz
43	1510593902911	-1.691	-7.458	6.019	slowkick10hz
44	1510593902977	-1.649	-7.45	6.048	slowkick10hz
45	1510593903042	-1.674	-7.465	6.039	slowkick10hz
46	1510593903115	-1.657	-7.521	6.039	slowkick10hz
47	1510593903173	-1.748	-7.44	6.008	slowkick10hz
48	1510593903239	-1.66	-7.453	6.07	slowkick10hz
49	1510593903304	-1.666	-7.461	6.015	slowkick10hz
50	1510593903369	-1.681	-7.465	6.048	slowkick10hz
51	1510593903435	-1.607	-7.492	6.039	slowkick10hz
52	1510593903501	-1.682	-7.458	6.034	slowkick10hz
53	1510593903566	-1.66	-7.448	6.063	slowkick10hz
54	1510593903631	-1.678	-7.471	6.028	slowkick10hz
55	1510593903697	-1.616	-7.459	6.041	slowkick10hz
56	1510593903762	-1.711	-7.47	6.048	slowkick10hz
57	1510593903828	-1.698	-7.433	6.033	slowkick10hz
58	1510593903893	-1.7	-7.5	6.099	slowkick10hz
59	1510593903959	-1.608	-7.746	6.366	slowkick10hz
60	1510593904024	-1.973	-10.668	6.174	slowkick10hz
61	1510593904090	1.246	-14.55	-1.03	slowkick10hz
62	1510593904155	4.946	-14.349	0.026	slowkick10hz
63	1510593904220	2.826	-15.113	2.803	slowkick10hz
64	1510593904286	3.238	-18.126	1.91	slowkick10hz
65	1510593904351	3.128	-18.84	3.183	slowkick10hz
66	1510593904417	1.426	-19.31	4.265	slowkick10hz
67	1510593904482	2.238	-14.831	3.879	slowkick10hz
68	1510593904548	-0.807	-9.48	4.541	slowkick10hz
69	1510593904613	-4.767	-6.787	8.721	slowkick10hz
70	1510593904679	-5.228	0.855	11.693	slowkick10hz
71	1510593904744	-4.485	-1.441	14.275	slowkick10hz
72	1510593904810	-3.72	-11.49	19.426	slowkick10hz
73	1510593904875	-9.7	-19.529	19.426	slowkick10hz
74	1510593904941	-10.356	-19.529	19.426	slowkick10hz
75	1510593905006	-8.842	-19.529	19.426	slowkick10hz
76	1510593905071	-0.677	-19.529	14.157	slowkick10hz
77	1510593905137	-3.962	-19.529	7	slowkick10hz
78	1510593905202	1.851	-11.295	2.277	slowkick10hz
79	1510593905268	-2.692	-7.591	-0.995	slowkick10hz
80	1510593905333	3.315	-4.047	-1.578	slowkick10hz
81	1510593905399	1.969	-2.491	-0.936	slowkick10hz
82	1510593905464	2.534	-5.32	2.514	slowkick10hz
83	1510593905530	3.636	-9.135	1.43	slowkick10hz
84	1510593905596	-0.446	-12.91	7.927	slowkick10hz
85	1510593905661	-4.047	-13.696	9.464	slowkick10hz
86	1510593905726	-8.862	-18.437	16.574	slowkick10hz
87	1510593905792	-9.211	-4.274	19.426	slowkick10hz
88	1510593905857	-0.593	2.137	19.426	slowkick10hz
89	1510593905923	1.274	-6.092	7.642	slowkick10hz
90	1510593905988	4.048	-12.592	-5.919	slowkick10hz
91	1510593906054	-7.205	1.464	6.968	slowkick10hz
92	1510593906119	-5.988	-5.229	10.224	slowkick10hz
93	1510593906185	-4.851	-3.727	7.498	slowkick10hz
94	1510593906250	19.293	-8.762	19.426	slowkick10hz
95	1510593906316	-2.706	-7.737	4.342	slowkick10hz
96	1510593906381	-1.172	-7.133	6.71	slowkick10hz
97	1510593906446	-1.514	-7.337	6.197	slowkick10hz
98	1510593906512	-1.408	-7.401	6.181	slowkick10hz
99	1510593906577	-1.226	-7.559	6.164	slowkick10hz
100	1510593906644	-1.403	-7.441	6.054	slowkick10hz
101	1510593906708	-1.105	-7.637	6.008	slowkick10hz
102	1510593906773	-1.328	-7.492	6.078	slowkick10hz
103	1510593906839	-1.415	-7.391	6.183	slowkick10hz
104	1510593906904	-1.174	-7.409	6.152	slowkick10hz
105	1510593906970	-1.306	-7.379	6.155	slowkick10hz
106	1510593907036	-1.231	-7.449	6.186	slowkick10hz
107	1510593907101	-1.281	-7.267	6.411	slowkick10hz
108	1510593907167	-1.075	-7.64	6.13	slowkick10hz
109	1510593907232	-1.591	-7.225	6.377	slowkick10hz
110	1510593907297	-1.186	-7.603	5.966	slowkick10hz
111	1510593907363	-1.296	-7.476	6.046	slowkick10hz
112	1510593907428	-1.272	-7.424	6.061	slowkick10hz
113	1510593907494	-1.396	-7.268	6.409	slowkick10hz
114	1510593907559	-1.378	-7.364	6.223	slowkick10hz
115	1510593907625	-1.333	-7.383	6.122	slowkick10hz
116	1510593907691	-1.195	-7.453	6.119	slowkick10hz
117	1510593907756	-1.329	-7.283	6.301	slowkick10hz
118	1510593907821	-1.021	-7.31	6.276	slowkick10hz
119	1510593907887	-1.218	-7.35	6.267	slowkick10hz
120	1510593907952	-1.067	-7.371	6.228	slowkick10hz
121	1510593908017	-1.289	-7.339	6.262	slowkick10hz
122	1510593908083	-1.065	-7.367	6.179	slowkick10hz
123	1510593908149	-1.278	-7.37	6.289	slowkick10hz
124	1510593908214	-1.301	-7.336	6.24	slowkick10hz
125	1510593908279	-1.815	-7.286	6.216	slowkick10hz
126	1510593908345	-1.898	-6.861	6.622	slowkick10hz
127	1510593908410	-1.472	-7.283	6.325	slowkick10hz
128	1510593908476	-1.226	-7.401	6.218	slowkick10hz
129	1510593908541	-1.099	-7.176	6.395	slowkick10hz
130	1510593908607	-1.223	-7.233	6.461	slowkick10hz
131	1510593908672	-1.406	-7.264	6.265	slowkick10hz
132	1510593908738	-1.291	-7.203	6.292	slowkick10hz
133	1510593908803	-1.251	-7.203	6.368	slowkick10hz
134	1510593908869	-1.232	-7.339	6.267	slowkick10hz
135	1510593908934	-1.268	-7.257	6.333	slowkick10hz
136	1510593908999	-1.271	-7.31	6.289	slowkick10hz
137	1510593909064	-1.214	-7.285	6.365	slowkick10hz
138	1510593909130	-1.259	-7.135	6.566	slowkick10hz
